lemma,ipa,english,pos,gender,module,level,note,image_url
закріпачення,/zɑkrʲipɑˈtʃɛnʲːɑ/,enserfment,noun,,177,B2,Закріпачення тривало століття.,
кріпак,/krʲiˈpɑk/,serf,noun,,177,B2,Кріпак не міг залишити село.,
магнат,/mɑɦˈnɑt/,magnate,noun,,177,B2,Магнати володіли величезними землями.,
оренда,/ɔˈrɛndɑ/,lease,noun,,177,B2,Оренда маєтків погіршувала становище.,
панщина,/ˈpɑnʃt͡ʃɪnɑ/,"serfdom, corvée",noun,,177,B2,Панщина — 6 днів на тиждень.,
Річ Посполита,/rʲitʃ pɔspɔˈlɪtɑ/,Commonwealth,noun,,177,B2,Річ Посполита — польсько-литовська держава.,
спротив,/sprɔˈtɪw/,resistance,noun,,177,B2,Культурний спротив — братства.,
уніат,/unʲiˈjɑt/,Uniate,noun,,177,B2,Уніати визнали владу Папи.,
бути на коні,/ˈbutɪ nɑ kɔˈnʲi/,бути успішним,noun,,178,B2,козацьке,
вовк у овечій шкурі,/wɔwk u ɔˈwɛtʃʲij ˈʃkʲirʲi/,лицемір,noun,,178,B2,біблійне,
голодний як вовк,/ɦɔˈlɔdnɪj jak wɔwk/,дуже голодний,noun,,178,B2,idiom,
дарованому коневі,/dɑrɔˈwɑnɔmu kɔˈnɛwʲi/,не критикуй подарунок,noun,,178,B2,латинське,
працювати як кінь,/prɑt͡sʲuˈwɑtɪ jak kʲinʲ/,важко працювати,noun,,178,B2,idiom,
скільки вовка не годуй,/ˈskʲilʲkɪ ˈwɔwkɑ nɛ ɦɔˈduj/,не зміниш натуру,noun,,178,B2,прислів'я,
собака на сіні,/sɔˈbɑkɑ nɑ ˈsʲinʲi/,заважає іншим,noun,,178,B2,езопівське,
собаці під хвіст,/sɔˈbɑt͡sʲi pʲid xwʲist/,даремно,noun,,178,B2,idiom,
собача погода,/sɔˈbɑtʃɑ pɔˈɦɔdɑ/,погана погода,noun,,178,B2,idiom,
біла ворона,/ˈbʲilɑ wɔˈrɔnɑ/,особлива людина,noun,,179,B2,позитивне/нейтральне,
жити як кіт з собакою,/ˈʒɪtɪ jak kʲit z sɔˈbɑkɔju/,постійно сваритися,noun,,179,B2,fight like cat and dog,
"знати, де раки зимують",/ˈznɑtɪ dɛ ˈrɑkɪ zɪˈmujutʲ/,бути хитрим/небезпечним,noun,,179,B2,без англ. аналога,
кіт наплакав,/kʲit nɑplɑˈkɑw/,дуже мало,noun,,179,B2,без англ. аналога,
мовчить як риба,/mɔwˈtʃɪtʲ jak ˈrɪbɑ/,зовсім мовчить,noun,,179,B2,mum as a fish,
ні риба ні м'ясо,/nʲi ˈrɪbɑ nʲi ˈmjɑsɔ/,невизначений,noun,,179,B2,neither fish nor fowl,
синиця в руках,/sɪˈnɪt͡sʲɑ w ruˈkɑx/,маленьке реальне,noun,,179,B2,a bird in hand,
сорока на хвості принесла,/sɔˈrɔkɑ nɑ xwɔsˈtʲi prɪnɛsˈlɑ/,дізнатися через чутки,noun,,179,B2,a little bird told me,
хитрий як лис,/ˈxɪtrɪj jak lɪs/,дуже хитрий,noun,,179,B2,sly as a fox,
як риба у воді,/jak ˈrɪbɑ u wɔˈdʲi/,комфортно,noun,,179,B2,like a fish in water,
багато води утекло,/bɑˈɦɑtɔ wɔˈdɪ utɛkˈlɔ/,минуло часу,noun,,180,B2,water under the bridge,
буря в склянці,/ˈburʲɑ w ˈsklʲant͡sʲi/,перебільшення,noun,,180,B2,storm in teacup,
вийти сухим з води,/ˈwɪjtɪ suˈxɪm z wɔˈdɪ/,уникнути покарання,noun,,180,B2,scot-free,
крапля в морі,/ˈkrɑplʲɑ w ˈmɔrʲi/,дуже мало,noun,,180,B2,drop in ocean,
під лежачий камінь,/pʲid lɛˈʒɑtʃɪj ˈkɑmʲinʲ/,треба діяти,noun,,180,B2,унікальне,
після дощу в четвер,/ˈpʲislʲɑ dɔʃˈt͡ʃu w t͡ʃɛtˈwɛr/,ніколи,noun,,180,B2,when pigs fly,
пустити коріння,/pusˈtɪtɪ kɔˈrʲinʲːɑ/,укоренитися,noun,,180,B2,put down roots,
тиха вода,/ˈtɪxɑ wɔˈdɑ/,спокійний зовні,noun,,180,B2,still waters,
що посієш,/ʃt͡ʃɔ pɔˈsʲijɛʃ/,карма,noun,,180,B2,as you sow,
здогадуватися,/zdɔɦɑˈduwɑtɪsʲɑ/,to guess,noun,,181,B2,"ipf, інтуїтивне",
роздумати,/rɔzˈdumɑtɪ/,to change one's mind,noun,,181,B2,"pf, передумати!",
розмірковувати,/rɔzmʲirkɔˈwuwɑtɪ/,"to reflect, ponder",noun,,181,B2,"ipf, філософське",
вловлювати,/wlɔwˈlʲuwɑtɪ/,to catch (nuance),noun,,182,B2,ipf,
губитися,/ɦuˈbɪtɪsʲɑ/,to get confused,noun,,182,B2,ipf,
допетрати,/dɔpɛˈtrɑtɪ/,to figure out (slang),noun,,182,B2,pf,
збагнути,/zbɑɦˈnutɪ/,to fathom,noun,,182,B2,"pf, повне",
осягати,/ɔsʲɑˈɦɑtɪ/,to comprehend,noun,,182,B2,"ipf, філософське",
схоплювати,/sxɔpˈlʲuwɑtɪ/,to grasp quickly,noun,,182,B2,ipf,
тямити,/ˈtʲamɪtɪ/,to understand (colloq.),noun,,182,B2,"ipf, розмовне",
врізатися в пам'ять,/wrʲiˈzɑtɪsʲɑ w ˈpɑmjɑtʲ/,to be etched in memory,noun,,183,B2,idiom,
забувати,/zɑbuˈwɑtɪ/,to forget,noun,,183,B2,ipf,
зазубрювати,/zɑzubˈrʲuwɑtɪ/,to cram,noun,,183,B2,"ipf, негативне",
запам'ятати,/zɑpɑmˈjɑtɑtɪ/,to memorize,noun,,183,B2,pf,
запам'ятовувати,/zɑpɑmˈjɑtɔwuwɑtɪ/,to memorize,noun,,183,B2,ipf,
заучувати,/zɑuˈtʃuwɑtɪ/,to learn by heart,noun,,183,B2,ipf,
згадати,/zɦɑˈdɑtɪ/,to recall,noun,,183,B2,pf,
на пам'ять,/nɑ ˈpɑmjɑtʲ/,as a keepsake,noun,,183,B2,phrase,
нагадувати,/nɑɦɑˈduwɑtɪ/,to remind,noun,,183,B2,ipf,
напам'ять,/nɑˈpɑmjɑtʲ/,by heart,noun,,183,B2,adv,
пам'ятати,/pɑmˈjɑtɑtɪ/,to remember,noun,,183,B2,"ipf, стан",
пригадувати,/prɪɦɑˈduwɑtɪ/,to recollect,noun,,183,B2,"ipf, книжне",
завдяки тому що,/zɑwˈdʲakɪ tɔˈmu/,причина (+),noun,,184,B2,офіційний,
незважаючи на те що,/nɛzwɑˈʒɑjutʃɪ/,допустовість,noun,,184,B2,офіційний,
попри те що,/pɔˈprɪ tɛ/,допустовість,noun,,184,B2,книжний,
у зв'язку з тим що,/u ˈzwjɑzku z tɪm/,причина,noun,,184,B2,дуже офіц.,
через те що,/ˈtʃɛrɛz tɛ ʃt͡ʃɔ/,причина (−),noun,,184,B2,офіційний,
за умови що,/zɑ uˈmɔwɪ ʃt͡ʃɔ/,умова,noun,,185,B2,офіційний,
у разі якщо,/u ˈrɑzʲi/,умова,noun,,185,B2,офіційний,
антибіотик,/ɑntɪbʲiˈɔtɪk/,antibiotic,noun,,186,B2,m,
госпіталізувати,/ɦɔspʲitɑlʲizuˈwɑtɪ/,to hospitalize,noun,,186,B2,pf/ipf,
жарознижувальне,/ʒɑrɔznɪˈʒuwɑlʲnɛ/,antipyretic,noun,,186,B2,n,
лікування,/lʲikuˈwɑnʲːɑ/,treatment,noun,,186,B2,n,
направлення,/nɑprɑwˈlɛnʲːɑ/,referral,noun,,186,B2,n,
обстеження,/ɔbstɛˈʒɛnʲːɑ/,examination,noun,,186,B2,n,
побічна дія,/pɔˈbʲitʃnɑ ˈdʲijɑ/,side effect,noun,,186,B2,f,
призначати,/prɪznɑˈtʃɑtɪ/,to prescribe,noun,,186,B2,ipf,
реабілітація,/rɛɑbʲilʲiˈtɑt͡sʲijɑ/,rehabilitation,noun,,186,B2,f,
симптом,/sɪmpˈtɔm/,symptom,noun,,186,B2,m,
сімейний лікар,/sʲiˈmɛjnɪj ˈlʲikɑr/,family doctor (GP),noun,,186,B2,m,
терапевт,/tɛrɑˈpɛwt/,GP (NOT therapist!),noun,,186,B2,m,
укол,/uˈkɔl/,"shot, injection",noun,,186,B2,"m, розм.",
алгоритм,/ɑlɦɔˈrɪtm/,algorithm,noun,,187,B2,m,
апка,/ˈɑpkɑ/,app,noun,,187,B2,"f, розм.",
база даних,/ˈbɑzɑ ˈdɑnɪx/,database,noun,,187,B2,f,
великі дані,/wɛˈlɪkʲi ˈdɑnʲi/,big data,noun,,187,B2,pl,
двофакторна автентифікація,/dwɔˈfɑktɔrnɑ ɑwtɛntɪfʲiˈkɑt͡sʲijɑ/,2FA,noun,,187,B2,f,
кібербезпека,/kʲibɛrbɛzˈpɛkɑ/,cybersecurity,noun,,187,B2,f,
машинне навчання,/mɑˈʃɪnːɛ nɑwˈtʃɑnʲːɑ/,machine learning,noun,,187,B2,n,
розробка,/rɔzˈrɔbkɑ/,development,noun,,187,B2,f,
фішинг,/ˈfʲiʃɪnɦ/,phishing,noun,,187,B2,m,
хакер,/ˈxɑkɛr/,hacker,noun,,187,B2,m,
шифрування,/ʃɪfruˈwɑnʲːɑ/,encryption,noun,,187,B2,n,
штучний інтелект,/ˈʃtutʃnɪj ʲintɛˈlɛkt/,artificial intelligence,noun,,187,B2,m,
загрожувати,/zɑɦrɔˈʒuwɑtɪ/,to threaten,noun,,188,B2,ipf,
корона,/kɔˈrɔnɑ/,crown,noun,,188,B2,f,
коронувати,/kɔrɔnuˈwɑtɪ/,to crown,noun,,188,B2,pf/ipf,
нащадок,/nɑˈʃt͡ʃɑdɔk/,descendant,noun,,188,B2,m,
орда,/ɔrˈdɑ/,horde,noun,,188,B2,f,
союзник,/sɔˈjuznɪk/,ally,noun,,188,B2,m,
хрестоносці,/xrɛstɔˈnɔsʲt͡sʲi/,crusaders,noun,,188,B2,pl,
